,title,id,ontologyId,resultType,address,position,access,distance,categories,chains,references,contacts,openingHours,foodTypes,lat,lng
1192,Caltex,here:pds:place:608jx7ps-212c7dbd84140425697466a3a48dcd82,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Maharlika Hwy, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Sirangan Pob.', 'street': 'Maharlika Hwy', 'postalCode': '4700'}","{'lat': 12.97255, 'lng': 124.00762}","[{'lat': 12.97256, 'lng': 124.0076}]",318,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1099408285'}]",[{'phone': [{'value': '+635672111616'}]}],"[{'text': ['Mon-Thu, Sat, Sun: 06:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,SA,SU'}]}]",,12.97255,124.00762
1193,Shell,here:pds:place:608wf21v-9539934dd6734e8aa20f18c8a4c211d3,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Sampaloc Pob.', 'postalCode': '4700'}","{'lat': 12.9751, 'lng': 124.0095}","[{'lat': 12.9751, 'lng': 124.00949}]",659,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1209352797'}]","[{'phone': [{'value': '+635672115532'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/10021606-sh-pampang-sorsogon'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]",,,12.9751,124.0095
1194,Shell,here:pds:place:608wf21v-cd22ea25b5bc4f1d818f01db71769044,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Maharlika Hwy, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Burabod Pob.', 'street': 'Maharlika Hwy', 'postalCode': '4700'}","{'lat': 12.97049, 'lng': 123.99751}","[{'lat': 12.97051, 'lng': 123.99752}]",843,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1209132288'}]",,,,12.97049,123.99751
1195,Sea Oil,here:pds:place:608jx7ps-28a901661bc605d96ee57ddc893bba09,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Sea Oil, Magsaysay St, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Salog Pob.', 'street': 'Magsaysay St', 'postalCode': '4700'}","{'lat': 12.97807, 'lng': 124.00946}","[{'lat': 12.9781, 'lng': 124.00933}]",924,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8673'}],"[{'supplier': {'id': 'core'}, 'id': '1110441835'}]",,,,12.97807,124.00946
1196,Shell,here:pds:place:608wf21y-87145aa77e784940bff04787ccb6e7be,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Balogo', 'postalCode': '4700'}","{'lat': 12.9732, 'lng': 124.0168}","[{'lat': 12.97322, 'lng': 124.01686}]",1276,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],,"[{'phone': [{'value': '+635684215670'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/10052324-sh-cabid-an-sorsogon'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]",,,12.9732,124.0168
1197,Tugos,here:pds:place:608wf21v-a68749c63ab76562cbe88472205598c1,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Tugos, Maharlika Hwy, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Tugos', 'street': 'Maharlika Hwy', 'postalCode': '4700'}","{'lat': 12.97108, 'lng': 123.99324}","[{'lat': 12.97105, 'lng': 123.99324}]",1305,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1219743805'}]",,,,12.97108,123.99324
1198,Petron,here:pds:place:608wf21y-638939c184c0443a850674cb65546edb,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Alegre St, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Balogo', 'street': 'Alegre St', 'postalCode': '4700'}","{'lat': 12.97711, 'lng': 124.01599}","[{'lat': 12.97709, 'lng': 124.01599}]",1354,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1192403146'}]",,,,12.97711,124.01599
1199,Petron,here:pds:place:608jx7ps-e81e7e983d8d0cdb59f26132fd499e05,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Maharlika Hwy, 4700 Sorsogon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Sorsogon', 'city': 'Sorsogon', 'district': 'Tugos', 'street': 'Maharlika Hwy', 'postalCode': '4700'}","{'lat': 12.97447, 'lng': 123.98847}","[{'lat': 12.9745, 'lng': 123.9885}]",1866,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1099408315'}, {'supplier': {'id': 'core'}, 'id': '1099408317'}, {'supplier': {'id': 'core'}, 'id': '1194621125'}]",[{'phone': [{'value': '+635672111404'}]}],,,12.97447,123.98847
1200,Caltex,here:pds:place:608wc9px-2e862de13c584c0f914c6175ab20b592,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Magallanes Ln, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Canlanipa', 'street': 'Magallanes Ln', 'postalCode': '8400'}","{'lat': 9.79066, 'lng': 125.49465}","[{'lat': 9.79067, 'lng': 125.49455}]",234,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1192459267'}]","[{'phone': [{'value': '+638682327751'}, {'value': '862327751'}], 'www': [{'value': 'http://caltex.com'}]}]",,,9.79066,125.49465
1201,Shell,here:pds:place:608wc9px-980ac6f694094156a48ed02f889e5f51,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Borromeo St, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Canlanipa', 'street': 'Borromeo St', 'postalCode': '8400'}","{'lat': 9.79067, 'lng': 125.49525}","[{'lat': 9.79067, 'lng': 125.49525}]",293,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1192421789'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+638682317290', 'categories': [{'id': '700-7600-0116'}]}, {'value': '+638682325220', 'categories': [{'id': '700-7600-0116'}]}, {'value': '+638688266224'}], 'www': [{'value': 'http://www.shell.com.ph/', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10022271-sh-borromeo-surigao', 'categories': [{'id': '700-7600-0116'}]}, {'value': 'https://find.shell.com/ph/fuel/10022271-sh-borromeo-surigao-coss'}], 'email': [{'value': 'shellcustomercare@shell.com', 'categories': [{'id': '700-7600-0116'}]}]}]","[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Sun: 00:00 - 24:00'], 'isOpen': True, 'structured': [{'start': 'T000000', 'duration': 'PT24H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,9.79067,125.49525
1202,Petron,here:pds:place:608wc9px-a603b981f1b6469291be1d8108a51654,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Borja, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Taft Pob.', 'street': 'Borja', 'postalCode': '8400'}","{'lat': 9.78724, 'lng': 125.49169}","[{'lat': 9.78731, 'lng': 125.49162}]",507,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1211238817'}]",,,,9.78724,125.49169
1203,Caltex,here:pds:place:608wc9px-1bb597b499fd465da48b1f8d88bfbc3a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Rizal St, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Taft Pob.', 'street': 'Rizal St', 'postalCode': '8400'}","{'lat': 9.78622, 'lng': 125.4914}","[{'lat': 9.78622, 'lng': 125.4914}]",625,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1211238783'}]","[{'phone': [{'value': '+638682327751'}], 'www': [{'value': 'https://www.caltex.com/ph/en.html'}]}]",,,9.78622,125.4914
1204,Caltex,here:pds:place:608wc9px-8a614d3c340642038fb6c0f68820b6cd,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, 901, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Taft Pob.', 'street': '901', 'postalCode': '8400'}","{'lat': 9.78602, 'lng': 125.49155}","[{'lat': 9.78623, 'lng': 125.49142}]",643,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],,,,,9.78602,125.49155
1205,Petron,here:pds:place:608xjxn4-d593ec6e836405029ee49c4b45adc682,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Washington Pob.', 'postalCode': '8400'}","{'lat': 9.78636, 'lng': 125.48714}","[{'lat': 9.78639, 'lng': 125.48715}]",855,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1192403667'}, {'supplier': {'id': 'core'}, 'id': '1192451636'}]","[{'phone': [{'value': '+638682317281'}, {'value': '862317281'}]}]",,,9.78636,125.48714
1206,Petron San Juan,here:pds:place:608wc9px-aafe92126bc34ffdbc1edcd001fdfdbd,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron San Juan, San Juan Rd, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'San Juan', 'street': 'San Juan Rd', 'postalCode': '8400'}","{'lat': 9.79253, 'lng': 125.48433}","[{'lat': 9.79241, 'lng': 125.4843}]",931,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,9.79253,125.48433
1207,Petron,here:pds:place:608wc9px-8ec212ea36e445b8be4039165b55cf71,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Espina St, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Taft Pob.', 'street': 'Espina St', 'postalCode': '8400'}","{'lat': 9.78472, 'lng': 125.49754}","[{'lat': 9.78474, 'lng': 125.49752}]",932,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1211238814'}]",,,,9.78472,125.49754
1208,G-Fuel,here:pds:place:608wc9px-33a893eb115f497ab6ad671310e18852,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'G-Fuel, 901, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Washington Pob.', 'street': '901', 'postalCode': '8400'}","{'lat': 9.7786, 'lng': 125.4825}","[{'lat': 9.77856, 'lng': 125.48253}]",1839,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1211238781'}]",,,,9.7786,125.4825
1209,G-Fuel,here:pds:place:608wc9px-341d2203b59f4d9a8a6cda538f7e2b49,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'G-Fuel, Surigao Wharf Rd, 8400 Surigao City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Caraga', 'county': 'Surigao del Norte', 'city': 'Surigao City', 'district': 'Washington Pob.', 'street': 'Surigao Wharf Rd', 'postalCode': '8400'}","{'lat': 9.77857, 'lng': 125.48252}","[{'lat': 9.77855, 'lng': 125.48253}]",1840,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1211238781'}]",,,,9.77857,125.48252
1210,Caltex,here:pds:place:608jx7ps-312d9b9969be01edfaaf3417863c37d8,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Legazpi-Tiwi Coastal Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'San Juan Pob.', 'street': 'Legazpi-Tiwi Coastal Rd', 'postalCode': '4511'}","{'lat': 13.35852, 'lng': 123.7298}","[{'lat': 13.35852, 'lng': 123.7298}]",73,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1098671450'}]",[{'phone': [{'value': '+635282577187'}]}],"[{'text': ['Mon-Thu, Sat, Sun: 06:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,SA,SU'}]}]",,13.35852,123.7298
1211,Shell,here:pds:place:608wdrgz-82a0f9a6e3694ca989e353f03b3dd9b5,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Legazpi-Tiwi Coastal Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'Divino Rostro Pob.', 'street': 'Legazpi-Tiwi Coastal Rd', 'postalCode': '4511'}","{'lat': 13.35627, 'lng': 123.73035}","[{'lat': 13.35627, 'lng': 123.73037}]",330,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1098671453'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+635264877232'}, {'value': '0908 895 4001'}], 'www': [{'value': 'http://www.shell.com.ph/'}, {'value': 'https://find.shell.com/ph/fuel/10050970-sh-tabaco-albay'}, {'value': 'https://find.shell.com/ph/fuel/10050970-sh-tabaco-albay-doss'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]","[{'text': ['Mon-Sun: 06:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,FR,SA,SU'}]}]",,13.35627,123.73035
1212,Shell,here:pds:place:608jx7ps-dc2f6be01d6602f5f64e2a6ca92f8e18,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, Legazpi-Tiwi Coastal Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'Divino Rostro Pob.', 'street': 'Legazpi-Tiwi Coastal Rd', 'postalCode': '4511'}","{'lat': 13.35617, 'lng': 123.73035}","[{'lat': 13.35617, 'lng': 123.73039}]",340,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],,,,,13.35617,123.73035
1213,Petron,here:pds:place:608jx7ps-31008e7c9ea50d5d42225e8fefc5c8c8,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Legazpi-Tiwi Coastal Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'San Juan Pob.', 'street': 'Legazpi-Tiwi Coastal Rd', 'postalCode': '4511'}","{'lat': 13.36261, 'lng': 123.72793}","[{'lat': 13.36261, 'lng': 123.72793}]",429,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}, {'id': '700-7850-0000', 'name': 'Car Repair - Service'}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1098671736'}, {'supplier': {'id': 'core'}, 'id': '1194620682'}, {'supplier': {'id': 'core'}, 'id': '1194621897'}]",[{'phone': [{'value': '+635264875427'}]}],,,13.36261,123.72793
1214,Power Max Diesel,here:pds:place:608jx7ps-672a944edf940785d8ead0b19f5ee63d,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Power Max Diesel, Karangahan BLV Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'Bombon Pob.', 'street': 'Karangahan BLV Rd', 'postalCode': '4511'}","{'lat': 13.35999, 'lng': 123.72519}","[{'lat': 13.35997, 'lng': 123.72513}]",498,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1110505888'}]",,,,13.35999,123.72519
1215,Citi Line Diesel Station,here:pds:place:608jx7ps-61e49834583d0d720ce85d740cb494a5,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Citi Line Diesel Station, Legazpi-Tiwi Coastal Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'Tagas', 'street': 'Legazpi-Tiwi Coastal Rd', 'postalCode': '4511'}","{'lat': 13.35029, 'lng': 123.73189}","[{'lat': 13.35029, 'lng': 123.73188}]",1015,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1098671761'}]",,,,13.35029,123.73189
1216,C & V Enterprise Diesel Station,here:pds:place:608jx7ps-14420e7ac38d0bd507abe5096ee2af7a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'C & V Enterprise Diesel Station, Legazpi-Tiwi Coastal Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'Salvacion', 'street': 'Legazpi-Tiwi Coastal Rd', 'postalCode': '4511'}","{'lat': 13.34761, 'lng': 123.73259}","[{'lat': 13.3476, 'lng': 123.73257}]",1322,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1098671755'}]",,,,13.34761,123.73259
1217,Unigaz Center Shellane,here:pds:place:608xjxn4-1f0d959596390b4f18e70a5bd9884b22,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Unigaz Center Shellane, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'Pawa', 'postalCode': '4511'}","{'lat': 13.37119, 'lng': 123.72521}","[{'lat': 13.37119, 'lng': 123.72521}]",1423,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,[{'phone': [{'value': '+635264875555'}]}],,,13.37119,123.72521
1218,Guinobat,here:pds:place:608wdrgz-557a7bd9957c2037bfa7fff5b088de9d,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Guinobat, Ligao-Tabaco Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'Guinobat', 'street': 'Ligao-Tabaco Rd', 'postalCode': '4511'}","{'lat': 13.35592, 'lng': 123.71187}","[{'lat': 13.35594, 'lng': 123.71187}]",1965,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1220021479'}]",,,,13.35592,123.71187
1219,TOTAL,here:pds:place:608wdrgz-05494c8ef6c542aab0de48b37a811861,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'TOTAL, Legazpi-Tiwi Coastal Rd, 4511 Tabaco, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Albay', 'city': 'Tabaco', 'district': 'San Lorenzo', 'street': 'Legazpi-Tiwi Coastal Rd', 'postalCode': '4511'}","{'lat': 13.34162, 'lng': 123.73421}","[{'lat': 13.3416, 'lng': 123.73413}]",2011,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '35'}],"[{'supplier': {'id': 'core'}, 'id': '1215130995'}]",,,,13.34162,123.73421
1220,Damagen Gasoline Station,here:pds:place:608jx7ps-b4d289d90093047dadfe050ea658656c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Damagen Gasoline Station, Bito, 3800 Tabuk, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cordillera Administrative Region', 'county': 'Kalinga', 'city': 'Tabuk', 'district': 'Bulanao', 'street': 'Bito', 'postalCode': '3800'}","{'lat': 17.41186, 'lng': 121.44409}","[{'lat': 17.41186, 'lng': 121.44409}]",196,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1097190886'}]",,,,17.41186,121.44409
1221,Oil Exchange,here:pds:place:608jx7ps-68da6d24cbee0aa5e017c6b601353325,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Oil Exchange, Bito, 3800 Tabuk, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Cordillera Administrative Region', 'county': 'Kalinga', 'city': 'Tabuk', 'district': 'Bulanao', 'street': 'Bito', 'postalCode': '3800'}","{'lat': 17.41251, 'lng': 121.44653}","[{'lat': 17.41254, 'lng': 121.44652}]",306,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1097190889'}]",,,,17.41251,121.44653
